308230,42.1497,-74.9384,27.8333,-81.717
206979,42.1497,-74.9384,40.314,-74.5089
199125,36.17,-119.7462,38.4199,-117.1219
186151,36.17,-119.7462,33.7712,-111.3877
182789,36.17,-119.7462,31.106,-97.6475
157423,27.8333,-81.717,32.9866,-83.6487
155577,36.17,-119.7462,47.3917,-121.5708
131836,36.17,-119.7462,44.5672,-122.1269
118905,40.314,-74.5089,27.8333,-81.717
115929,31.106,-97.6475,36.17,-119.7462
112214,42.1497,-74.9384,40.5773,-77.264
111322,36.17,-119.7462,39.0646,-105.3272
110436,40.314,-74.5089,40.5773,-77.264
100727,42.1497,-74.9384,35.6411,-79.8431
99225,32.9866,-83.6487,27.8333,-81.717
97584,40.314,-74.5089,42.1497,-74.9384
96255,27.8333,-81.717,35.6411,-79.8431
95952,42.1497,-74.9384,36.17,-119.7462
95469,47.3917,-121.5708,36.17,-119.7462
94265,36.17,-119.7462,27.8333,-81.717
92452,33.7712,-111.3877,36.17,-119.7462
92385,40.5773,-77.264,27.8333,-81.717
90833,40.3736,-82.7755,27.8333,-81.717
89149,37.768,-78.2057,35.6411,-79.8431
88202,40.5773,-77.264,40.314,-74.5089
86354,40.3363,-89.0022,27.8333,-81.717
86283,31.1801,-91.8749,31.106,-97.6475
84760,40.3363,-89.0022,39.8647,-86.2604
83477,35.5376,-96.9247,31.106,-97.6475
82641,44.5672,-122.1269,47.3917,-121.5708
80569,40.3363,-89.0022,44.2563,-89.6385
80538,27.8333,-81.717,31.106,-97.6475
79242,39.0724,-76.7902,37.768,-78.2057
77072,31.106,-97.6475,27.8333,-81.717
75955,37.768,-78.2057,27.8333,-81.717
75945,42.1497,-74.9384,41.5834,-72.7622
74949,43.3504,-84.5603,27.8333,-81.717
74720,42.1497,-74.9384,37.768,-78.2057
74139,40.3363,-89.0022,36.17,-119.7462
73359,31.106,-97.6475,35.5376,-96.9247
72805,42.1497,-74.9384,42.2373,-71.5314
71562,47.3917,-121.5708,44.5672,-122.1269
70218,27.8333,-81.717,42.1497,-74.9384
68058,42.2373,-71.5314,27.8333,-81.717
67970,36.17,-119.7462,40.3363,-89.0022
67642,44.5672,-122.1269,36.17,-119.7462
67499,42.1497,-74.9384,32.9866,-83.6487
67213,40.5773,-77.264,42.1497,-74.9384
65939,37.768,-78.2057,39.0724,-76.7902
65590,36.17,-119.7462,32.9866,-83.6487
65211,27.8333,-81.717,36.17,-119.7462
65189,35.6411,-79.8431,33.8191,-80.9066
65160,36.17,-119.7462,42.1497,-74.9384
64393,38.8964,-77.0262,39.0724,-76.7902
64006,40.3363,-89.0022,31.106,-97.6475
63014,35.6411,-79.8431,37.768,-78.2057
62817,31.106,-97.6475,39.0646,-105.3272
62283,36.17,-119.7462,37.768,-78.2057
61237,33.8191,-80.9066,35.6411,-79.8431
60731,42.2373,-71.5314,43.4108,-71.5653
60488,38.4199,-117.1219,36.17,-119.7462
60389,36.17,-119.7462,40.1135,-111.8535
60174,40.3363,-89.0022,38.4623,-92.302
59487,31.106,-97.6475,32.9866,-83.6487
58785,38.5111,-96.8005,38.4623,-92.302
57700,27.8333,-81.717,37.768,-78.2057
57564,35.6411,-79.8431,27.8333,-81.717
57289,31.106,-97.6475,31.1801,-91.8749
56269,36.17,-119.7462,35.6411,-79.8431
56050,39.0646,-105.3272,36.17,-119.7462
54238,32.799,-86.8073,32.9866,-83.6487
53622,38.4623,-92.302,38.5111,-96.8005
53036,39.0724,-76.7902,40.5773,-77.264
52918,27.8333,-81.717,35.7449,-86.7489
51692,45.7326,-93.9196,44.2563,-89.6385
51512,44.2563,-89.6385,45.7326,-93.9196
51466,40.5773,-77.264,39.0724,-76.7902
51355,35.6411,-79.8431,32.9866,-83.6487
50153,39.0724,-76.7902,27.8333,-81.717
